ID,Longitude,Latitude,ag30,F030,Tcs30,ag50,F050,Tcs50,ag72,F072,Tcs72,ag101,F0101,Tcs101,ag140,F0140,Tcs140,ag201,F0201,Tcs201,ag475,F0475,Tcs475,ag975,F0975,Tcs975,ag2475,F02475,Tcs2475
10101,13.48958,46.03495,0.058283,2.4656,0.23712,0.077962,2.4872,0.25256,0.0949,2.4623,0.26441,0.11246,2.4379,0.27694,0.13169,2.4238,0.28585,0.15587,2.4087,0.29634,0.22715,2.4007,0.32327,0.30478,2.4216,0.34137,0.44021,2.4142,0.36913
10102,13.56142,46.03494,0.058349,2.464,0.23642,0.078401,2.4851,0.25047,0.09516,2.4639,0.26274,0.11271,2.4403,0.27558,0.13155,2.4333,0.28381,0.15556,2.4186,0.29445,0.22678,2.4002,0.32155,0.30385,2.4259,0.33942,0.4384,2.418,0.36817
10103,13.6333,46.03488,0.057799,2.4555,0.23583,0.077642,2.4866,0.24881,0.09436,2.4576,0.26079,0.11163,2.434,0.27412,0.13012,2.4281,0.28241,0.15293,2.4254,0.29241,0.22051,2.4191,0.31956,0.29696,2.4285,0.33673,0.42653,2.4196,0.36594
10104,13.70516,46.03478,0.056475,2.4398,0.23607,0.075599,2.4992,0.24683,0.09265,2.4515,0.25881,0.1097,2.4247,0.27231,0.12791,2.416,0.28182,0.1503,2.4121,0.28956,0.21416,2.4233,0.3167,0.28314,2.4714,0.33361,0.40526,2.4489,0.3622
10228,6.682573,45.79445,0.028338,2.4188,0.19749,0.036433,2.4631,0.21637,0.04299,2.4609,0.23867,0.050495,2.441,0.2467,0.057737,2.4775,0.25737,0.067935,2.4824,0.2638,0.09921,2.4318,0.27403,0.13345,2.378,0.28195,0.19238,2.2961,0.29532
10229,6.754006,45.79842,0.02989,2.4126,0.19783,0.038264,2.4662,0.21884,0.04587,2.4313,0.24169,0.053673,2.4407,0.24615,0.061655,2.4873,0.25739,0.074393,2.4411,0.26222,0.10776,2.4136,0.27272,0.14543,2.3541,0.28196,0.21041,2.2676,0.29511
10230,6.825326,45.80235,0.031271,2.4063,0.20158,0.039864,2.4683,0.22181,0.04831,2.415,0.24335,0.056281,2.4543,0.25132,0.065383,2.4713,0.2595,0.078058,2.4509,0.26197,0.11363,2.3978,0.27458,0.15318,2.3353,0.28307,0.2196,2.2602,0.29708
10231,6.896681,45.80624,0.032451,2.4075,0.20422,0.041682,2.4486,0.22339,0.05027,2.4146,0.2435,0.058309,2.4635,0.25295,0.068075,2.4617,0.26036,0.080411,2.4602,0.26282,0.11739,2.3873,0.2764,0.15754,2.3227,0.28475,0.22102,2.2859,0.29915
10232,6.968096,45.81009,0.03341,2.4123,0.20589,0.043149,2.4353,0.23428,0.05177,2.4191,0.24337,0.059848,2.4673,0.25459,0.070008,2.4553,0.26146,0.081591,2.4811,0.2647,0.11869,2.4063,0.27809,0.15615,2.3761,0.28636,0.21252,2.4011,0.3009
10233,7.039487,45.8139,0.034106,2.417,0.20699,0.044165,2.429,0.23531,0.05279,2.4248,0.24333,0.061134,2.4577,0.25616,0.07125,2.4511,0.26316,0.082943,2.4766,0.26657,0.11692,2.4753,0.27946,0.15214,2.463,0.28736,0.20457,2.5151,0.3017
10234,7.110855,45.81767,0.034525,2.4214,0.20759,0.044724,2.4281,0.23589,0.05331,2.4312,0.24332,0.061746,2.4504,0.25772,0.071755,2.4476,0.26495,0.083388,2.4758,0.26938,0.1167,2.493,0.28062,0.15059,2.496,0.28828,0.20367,2.5292,0.30221
10235,7.182309,45.82139,0.034665,2.4255,0.20777,0.044819,2.4323,0.236,0.05331,2.4388,0.24336,0.061624,2.4534,0.2586,0.071486,2.4433,0.267,0.082866,2.4771,0.27169,0.11546,2.5027,0.28244,0.14945,2.5001,0.28923,0.20152,2.5323,0.30288
10236,7.253685,45.82507,0.034517,2.4297,0.20756,0.044447,2.4418,0.23566,0.05279,2.448,0.24346,0.060778,2.4695,0.25862,0.070466,2.4543,0.26763,0.081427,2.4795,0.27347,0.1135,2.5026,0.28477,0.14701,2.5032,0.29105,0.1981,2.5337,0.30336
10237,7.325119,45.82871,0.034129,2.4336,0.20703,0.04369,2.4556,0.235,0.05184,2.458,0.24362,0.05947,2.4883,0.25816,0.068804,2.4737,0.26751,0.079314,2.4924,0.27478,0.11063,2.5023,0.28748,0.14325,2.5052,0.29402,0.19345,2.5352,0.30392
10238,7.396503,45.83232,0.033511,2.4363,0.20619,0.042568,2.4726,0.22476,0.05045,2.4683,0.24379,0.057844,2.5007,0.25725,0.066421,2.4975,0.26734,0.076617,2.5087,0.27511,0.10599,2.5114,0.291,0.1373,2.5147,0.29776,0.18577,2.5432,0.30628
10239,7.467919,45.83587,0.032699,2.4378,0.205,0.041169,2.4911,0.22395,0.04874,2.4764,0.24394,0.055836,2.5117,0.25574,0.063452,2.5241,0.26755,0.07321,2.5254,0.27589,0.099733,2.552,0.29255,0.12867,2.5375,0.30292,0.17372,2.5692,0.31011
10240,7.539391,45.83939,0.031773,2.438,0.20249,0.03973,2.5052,0.22165,0.0469,2.4834,0.24286,0.053693,2.5199,0.24931,0.060318,2.5501,0.26571,0.069577,2.5446,0.27649,0.093895,2.5746,0.29363,0.11844,2.6183,0.30199,0.15862,2.6239,0.31547
10241,7.61084,45.84286,0.030769,2.4392,0.19853,0.038505,2.5066,0.21866,0.04506,2.496,0.24027,0.051589,2.5253,0.24717,0.057896,2.5555,0.26461,0.066169,2.5617,0.27654,0.088532,2.5877,0.29613,0.11101,2.6337,0.306,0.14532,2.686,0.3211
10242,7.682267,45.8463,0.029664,2.4312,0.19999,0.037184,2.5081,0.21617,0.04315,2.5152,0.23732,0.049475,2.5287,0.24535,0.055576,2.5607,0.26256,0.062937,2.5824,0.27529,0.083728,2.5998,0.29758,0.10461,2.6381,0.30876,0.13652,2.708,0.32188
10243,7.753723,45.84969,0.02844,2.4405,0.19847,0.035741,2.5051,0.21413,0.04111,2.5333,0.2265,0.047231,2.529,0.24497,0.053136,2.5652,0.25878,0.059679,2.6019,0.27437,0.079061,2.6202,0.29523,0.098459,2.6516,0.30982,0.12831,2.7078,0.32477
10244,7.825183,45.85304,0.02714,2.4449,0.19563,0.034211,2.4901,0.21336,0.03918,2.5311,0.22563,0.044868,2.5229,0.24486,0.050565,2.5577,0.25171,0.056877,2.595,0.27175,0.074782,2.6235,0.29343,0.092511,2.6592,0.30939,0.11931,2.7315,0.32769
10245,7.896771,45.85634,0.02579,2.4515,0.18178,0.032659,2.4748,0.21208,0.03747,2.519,0.22398,0.042485,2.5302,0.24431,0.047967,2.5466,0.25239,0.05404,2.5894,0.26893,0.070455,2.6274,0.29355,0.086444,2.6747,0.30907,0.11087,2.7567,0.32951
10246,7.968163,45.85961,0.024303,2.477,0.17952,0.030995,2.4701,0.20996,0.0357,2.5134,0.22261,0.04008,2.5466,0.2343,0.045355,2.5359,0.25371,0.051198,2.5799,0.26577,0.066205,2.6308,0.29389,0.080543,2.7017,0.30835,0.10266,2.7918,0.33145
10247,8.039682,45.86283,0.022828,2.5079,0.17747,0.029317,2.4806,0.2049,0.03388,2.5135,0.22099,0.038111,2.5489,0.23245,0.042713,2.5473,0.25344,0.048344,2.5722,0.26061,0.062069,2.6428,0.29386,0.075667,2.7131,0.30903,0.095528,2.8193,0.33183
10248,8.111229,45.86601,0.021392,2.5251,0.1765,0.027681,2.4941,0.19957,0.0321,2.5169,0.21795,0.036194,2.5496,0.23071,0.04013,2.5737,0.25123,0.045569,2.5709,0.26133,0.058475,2.655,0.29056,0.071168,2.7164,0.30874,0.089267,2.8416,0.33165
10249,8.182682,45.86916,0.020012,2.5482,0.15512,0.026109,2.498,0.2,0.0304,2.5211,0.21414,0.034362,2.5537,0.22756,0.038144,2.5816,0.23849,0.042936,2.5784,0.26019,0.055437,2.6482,0.28911,0.067039,2.7238,0.3078,0.083637,2.8528,0.33148
10250,8.254281,45.87225,0.018978,2.5475,0.15557,0.024615,2.5134,0.18651,0.02878,2.5283,0.20968,0.032606,2.5603,0.22374,0.036274,2.5875,0.23505,0.040423,2.5992,0.25725,0.05255,2.648,0.28773,0.063204,2.731,0.30745,0.078697,2.8604,0.32971
10251,8.325788,45.87531,0.018024,2.548,0.15584,0.023232,2.529,0.18504,0.02724,2.5488,0.20414,0.030931,2.5709,0.21977,0.034489,2.5919,0.2318,0.038432,2.6106,0.2537,0.049783,2.654,0.284,0.059644,2.7365,0.30684,0.074483,2.8578,0.32607
10252,8.397323,45.87833,0.017161,2.549,0.15601,0.02196,2.5264,0.18598,0.02578,2.5687,0.19968,0.029355,2.5822,0.21585,0.032807,2.5999,0.22864,0.036633,2.6243,0.24035,0.04715,2.6648,0.28028,0.056688,2.7403,0.30396,0.070474,2.8582,0.32307
10253,8.468835,45.8813,0.016348,2.5603,0.15628,0.02072,2.542,0.18605,0.02442,2.588,0.19594,0.027894,2.5986,0.21171,0.031243,2.6173,0.2252,0.034954,2.6407,0.23742,0.044685,2.6654,0.28072,0.05389,2.7466,0.30198,0.066686,2.865,0.32165
10254,8.540376,45.88424,0.015602,2.5785,0.15615,0.019687,2.5613,0.16445,0.02321,2.5421,0.19335,0.02658,2.6137,0.20854,0.029835,2.6306,0.22271,0.033441,2.6455,0.23614,0.042473,2.6614,0.28376,0.051356,2.7465,0.30193,0.063261,2.8778,0.3222
10255,8.612033,45.88712,0.01511,2.5641,0.15811,0.019022,2.5515,0.16581,0.02223,2.5347,0.19352,0.025476,2.6133,0.20675,0.028637,2.6316,0.222,0.032157,2.6462,0.23563,0.040627,2.6629,0.28375,0.049233,2.7384,0.30216,0.060421,2.8857,0.32439
10256,8.68351,45.88997,0.014845,2.5697,0.15711,0.018586,2.5526,0.16675,0.02161,2.5251,0.19512,0.024809,2.6023,0.20647,0.027895,2.6104,0.22219,0.031315,2.6284,0.23619,0.03943,2.6594,0.27772,0.0477,2.7191,0.30542,0.058578,2.8693,0.32824
10257,8.755126,45.89277,0.014645,2.5718,0.15687,0.018325,2.5633,0.16573,0.02122,2.5374,0.19354,0.024382,2.6101,0.20365,0.027429,2.6165,0.22037,0.030806,2.622,0.23631,0.038818,2.6335,0.27973,0.046827,2.6937,0.30818,0.057551,2.8355,0.32961
10258,8.826699,45.89553,0.014589,2.5753,0.15604,0.018251,2.5584,0.16515,0.02109,2.5369,0.19241,0.024218,2.6121,0.20144,0.027237,2.622,0.21785,0.030582,2.6281,0.23539,0.038521,2.6364,0.2845,0.046413,2.6814,0.30672,0.057084,2.8135,0.32856
10259,8.89832,45.89825,0.014677,2.5821,0.1556,0.018347,2.5566,0.16478,0.02119,2.5315,0.19192,0.024302,2.61,0.20018,0.027308,2.6215,0.21632,0.030639,2.6288,0.23333,0.038542,2.6404,0.28201,0.046467,2.6745,0.3033,0.057198,2.7997,0.32555
10260,8.969899,45.90094,0.014901,2.5918,0.15552,0.018571,2.5634,0.16459,0.02152,2.5311,0.19134,0.024634,2.6066,0.19935,0.02764,2.6154,0.21458,0.03097,2.6232,0.23102,0.038872,2.6363,0.28033,0.046976,2.6601,0.30287,0.057683,2.7856,0.32656
10261,9.041525,45.90357,0.015269,2.5979,0.15574,0.018929,2.5737,0.16456,0.02196,2.5456,0.19033,0.025091,2.617,0.1976,0.02811,2.6228,0.21282,0.031454,2.628,0.22924,0.039389,2.6368,0.28019,0.047595,2.6631,0.30201,0.058419,2.7862,0.32598
10262,9.113153,45.90616,0.015769,2.6002,0.15619,0.019452,2.5808,0.16469,0.02264,2.5577,0.19014,0.025779,2.6283,0.19709,0.028807,2.6348,0.21204,0.032161,2.6407,0.22806,0.040155,2.6483,0.27927,0.048732,2.6779,0.30076,0.059834,2.7971,0.32499
10263,9.184739,45.90872,0.016384,2.6024,0.1567,0.020153,2.5897,0.16447,0.02355,2.5694,0.19031,0.026726,2.6385,0.1978,0.029795,2.6462,0.21219,0.033196,2.653,0.22744,0.04166,2.6449,0.28108,0.050543,2.702,0.29857,0.062425,2.8016,0.32238
10264,9.256372,45.91123,0.017107,2.6045,0.15753,0.021191,2.5884,0.16332,0.02467,2.5823,0.19057,0.027927,2.6305,0.20082,0.031072,2.6472,0.21536,0.034557,2.6643,0.22868,0.043781,2.6657,0.27713,0.053064,2.7189,0.29713,0.066204,2.804,0.31814
10265,9.327924,45.91371,0.017925,2.6059,0.1583,0.022407,2.5959,0.1829,0.02601,2.625,0.19004,0.029376,2.6218,0.20621,0.032629,2.6424,0.2195,0.036234,2.6608,0.23243,0.046525,2.6764,0.27566,0.056304,2.7089,0.29899,0.071245,2.8009,0.31506
10266,9.399646,45.91613,0.01883,2.6059,0.15892,0.023793,2.5876,0.1849,0.02754,2.602,0.19562,0.031054,2.6137,0.21175,0.034445,2.634,0.22413,0.038201,2.6528,0.24615,0.049867,2.6627,0.27734,0.060307,2.7009,0.29932,0.077555,2.7616,0.31301
10267,9.471266,45.91852,0.019804,2.6093,0.15909,0.025314,2.5505,0.18859,0.02923,2.5942,0.20112,0.032905,2.6125,0.21642,0.036449,2.6269,0.22905,0.04053,2.6397,0.25019,0.053671,2.6495,0.27954,0.06615,2.6545,0.29892,0.086016,2.7056,0.3134
10268,9.54291,45.92086,0.021086,2.5989,0.1578,0.026903,2.5672,0.18915,0.03099,2.5925,0.20672,0.034828,2.6103,0.22015,0.038528,2.6244,0.23194,0.043758,2.5985,0.25108,0.057675,2.6429,0.2818,0.072407,2.6304,0.29595,0.094515,2.687,0.31274
10269,9.614575,45.92316,0.022446,2.5609,0.17862,0.028487,2.5665,0.19359,0.03274,2.5905,0.21034,0.036717,2.6086,0.22255,0.040808,2.6154,0.2419,0.046954,2.5946,0.24915,0.062057,2.6203,0.28312,0.07818,2.6203,0.29517,0.10312,2.6659,0.30993
10270,9.686224,45.92543,0.023769,2.5289,0.18059,0.029996,2.5662,0.19774,0.03438,2.5897,0.21315,0.038479,2.6075,0.22467,0.043527,2.5819,0.2427,0.049871,2.5942,0.25205,0.066601,2.5914,0.2826,0.083703,2.6005,0.29588,0.11122,2.6394,0.30745
10271,9.757855,45.92764,0.025,2.505,0.18313,0.031364,2.5658,0.20136,0.03584,2.5893,0.21447,0.040046,2.6107,0.22596,0.045861,2.572,0.24224,0.052305,2.5954,0.25276,0.070161,2.5888,0.2807,0.088389,2.5865,0.29431,0.1172,2.6315,0.30701
10272,9.82957,45.92982,0.026092,2.5056,0.18372,0.03254,2.5653,0.20375,0.03707,2.5891,0.21567,0.041881,2.5853,0.23408,0.047709,2.575,0.24147,0.054167,2.5972,0.25734,0.072651,2.5923,0.28021,0.091788,2.5806,0.2945,0.12141,2.6227,0.30781
10273,9.901226,45.93195,0.027016,2.505,0.18435,0.033505,2.5647,0.20532,0.03807,2.588,0.21685,0.04329,2.5701,0.236,0.049083,2.5783,0.24132,0.055501,2.599,0.26027,0.074246,2.5994,0.28119,0.094022,2.5764,0.29525,0.12449,2.6075,0.30889
10274,9.972866,45.93404,0.027769,2.503,0.19536,0.034269,2.5638,0.2067,0.03884,2.5872,0.21837,0.044334,2.5649,0.23675,0.050073,2.5813,0.24137,0.05643,2.6028,0.26222,0.075244,2.6048,0.28226,0.095011,2.5867,0.29661,0.12687,2.5924,0.31128
10275,10.04459,45.93609,0.028371,2.4994,0.19667,0.034866,2.5624,0.20799,0.03943,2.5865,0.21974,0.045115,2.5604,0.23775,0.050806,2.583,0.24699,0.057111,2.6075,0.26471,0.075962,2.6085,0.2834,0.095731,2.5945,0.29811,0.12777,2.6018,0.313
10276,10.11627,45.9381,0.028856,2.4941,0.19798,0.035345,2.5605,0.20927,0.03991,2.5876,0.22073,0.04575,2.5552,0.23856,0.051419,2.5828,0.24817,0.057701,2.6079,0.2663,0.076681,2.6097,0.28584,0.096604,2.596,0.29979,0.12896,2.6088,0.31399
10277,10.18796,45.94006,0.029268,2.4869,0.19949,0.035768,2.5574,0.21056,0.04047,2.579,0.22147,0.046355,2.5515,0.23916,0.05204,2.5804,0.25168,0.058338,2.606,0.26844,0.077615,2.6076,0.28717,0.097913,2.5976,0.3014,0.13405,2.56,0.31869
10278,10.25963,45.94199,0.029652,2.5074,0.19257,0.036185,2.5529,0.21155,0.04108,2.5668,0.23043,0.04702,2.5463,0.24015,0.052757,2.5756,0.25419,0.059114,2.6014,0.27031,0.078878,2.6021,0.28818,0.10116,2.5655,0.30326,0.13622,2.5684,0.31861
10279,10.33144,45.94387,0.030034,2.4987,0.19299,0.036628,2.5468,0.21223,0.04176,2.552,0.2333,0.04779,2.5386,0.2422,0.053614,2.5681,0.25579,0.060088,2.596,0.27207,0.080968,2.58,0.29117,0.10313,2.5793,0.30366,0.14126,2.5596,0.31621
10280,10.40312,45.94571,0.030234,2.4997,0.19324,0.037104,2.538,0.21349,0.04251,2.5329,0.23559,0.048605,2.5291,0.24827,0.054485,2.5606,0.25922,0.061341,2.5791,0.27646,0.083063,2.5743,0.29131,0.1109,2.4694,0.30308,0.15237,2.4689,0.31547
10281,10.4748,45.94751,0.030358,2.5042,0.19419,0.037278,2.5472,0.21463,0.04303,2.5249,0.23792,0.049223,2.5263,0.25177,0.055198,2.5567,0.26669,0.063218,2.5445,0.27694,0.088119,2.5061,0.28927,0.11347,2.536,0.29424,0.16294,2.4408,0.31065
10282,10.54652,45.94926,0.030478,2.5086,0.1949,0.037444,2.5545,0.21569,0.04344,2.5227,0.23943,0.049888,2.521,0.25709,0.056138,2.5557,0.26802,0.06512,2.517,0.27764,0.08948,2.6066,0.28113,0.12064,2.5298,0.2845,0.16703,2.53,0.29205
10283,10.61824,45.95098,0.030591,2.5133,0.19599,0.037604,2.562,0.22518,0.04374,2.5266,0.24453,0.050558,2.521,0.26333,0.057144,2.5545,0.26995,0.065965,2.6008,0.27321,0.092301,2.629,0.27579,0.12459,2.5378,0.28336,0.17072,2.5502,0.29146
10284,10.69001,45.95265,0.030699,2.5178,0.19632,0.037754,2.5687,0.22889,0.04402,2.5297,0.2497,0.051168,2.5409,0.26313,0.057849,2.5944,0.27064,0.067917,2.5836,0.27164,0.096717,2.5574,0.27916,0.12672,2.5309,0.28788,0.17901,2.4951,0.29301
10285,10.76175,45.95427,0.030802,2.5216,0.19713,0.037889,2.5737,0.233,0.04427,2.5532,0.25447,0.051668,2.5487,0.26577,0.059548,2.569,0.26911,0.068996,2.5996,0.27107,0.099347,2.5287,0.28089,0.129,2.5297,0.28966,0.18446,2.4674,0.29433
10286,10.83349,45.95586,0.030893,2.5255,0.20027,0.038001,2.577,0.23671,0.04446,2.5566,0.25721,0.052105,2.5676,0.26473,0.060096,2.5827,0.26977,0.069708,2.5942,0.27244,0.099999,2.5325,0.28264,0.13129,2.5251,0.28818,0.18617,2.47,0.29449
10287,10.90522,45.95741,0.030973,2.5301,0.20309,0.038091,2.5795,0.23994,0.04463,2.56,0.26,0.052776,2.5733,0.26414,0.060499,2.5903,0.26975,0.07006,2.5938,0.27357,0.10031,2.5275,0.28526,0.13203,2.5285,0.28803,0.18638,2.4714,0.2957
10288,10.97696,45.95891,0.031056,2.5356,0.20513,0.03817,2.5818,0.24244,0.04532,2.5388,0.26187,0.053073,2.5776,0.26514,0.060642,2.5928,0.27113,0.070101,2.5979,0.27526,0.1002,2.5251,0.2879,0.13156,2.5336,0.28943,0.18525,2.4744,0.29758
10289,11.04865,45.96038,0.03116,2.5417,0.20707,0.038261,2.5887,0.24305,0.04585,2.5255,0.26321,0.053147,2.5803,0.26624,0.060596,2.5933,0.27379,0.069907,2.6062,0.27718,0.099814,2.5245,0.29076,0.13022,2.539,0.29238,0.18288,2.4701,0.31121
10290,11.12043,45.96179,0.031307,2.5488,0.20899,0.038395,2.5956,0.24444,0.04637,2.5142,0.26388,0.053189,2.5849,0.26759,0.060486,2.6006,0.2764,0.069614,2.6173,0.27943,0.099358,2.4938,0.30649,0.12866,2.5396,0.29652,0.1795,2.4864,0.3157
10291,11.19216,45.96317,0.031526,2.5567,0.211,0.038613,2.6002,0.24763,0.04683,2.5144,0.26411,0.053433,2.588,0.27051,0.060523,2.609,0.27898,0.069466,2.6285,0.28238,0.099122,2.4966,0.30925,0.12763,2.5279,0.31279,0.17616,2.5037,0.32086
10292,11.26396,45.9645,0.031858,2.5656,0.21351,0.038974,2.609,0.25028,0.04751,2.5218,0.26396,0.054156,2.5882,0.27276,0.061012,2.6153,0.28142,0.069837,2.6356,0.28439,0.099648,2.5061,0.31138,0.12798,2.5367,0.31625,0.17428,2.5232,0.32612
10293,11.33568,45.96579,0.032356,2.5751,0.21644,0.039553,2.6239,0.2525,0.04865,2.5342,0.26586,0.055637,2.5742,0.27434,0.062296,2.6164,0.28282,0.071781,2.6106,0.28708,0.10185,2.504,0.31331,0.13134,2.5242,0.31964,0.17615,2.5422,0.33064
10294,11.4075,45.96704,0.033071,2.5831,0.2211,0.041623,2.5709,0.25671,0.05039,2.5363,0.26577,0.057309,2.5865,0.27562,0.064934,2.6088,0.28329,0.076098,2.5441,0.2918,0.10759,2.4751,0.31368,0.1365,2.5297,0.32245,0.18377,2.5453,0.33371
10295,11.47924,45.96825,0.034048,2.6027,0.22455,0.044724,2.5165,0.25531,0.05307,2.544,0.26595,0.060089,2.6,0.27803,0.07063,2.5174,0.28674,0.082755,2.4732,0.29432,0.11404,2.4885,0.31267,0.14586,2.5241,0.32326,0.19774,2.5404,0.33539
10296,11.55104,45.96941,0.035318,2.618,0.22881,0.048461,2.4671,0.25633,0.05627,2.544,0.26804,0.066819,2.4802,0.28107,0.077751,2.4317,0.28951,0.089718,2.4423,0.29686,0.12327,2.4824,0.31475,0.15915,2.5065,0.32527,0.21796,2.5283,0.33575
10297,11.62274,45.97055,0.038067,2.5668,0.23837,0.051801,2.5024,0.25199,0.06162,2.4736,0.26812,0.072708,2.4332,0.28031,0.083931,2.4178,0.28986,0.097144,2.4305,0.29923,0.13572,2.4657,0.31647,0.17746,2.4755,0.3269,0.24451,2.5059,0.33874
10298,11.69453,45.97162,0.041944,2.5159,0.23587,0.056026,2.4887,0.25073,0.06713,2.4521,0.26762,0.078775,2.4191,0.27997,0.091927,2.4015,0.28896,0.10704,2.4094,0.29904,0.15147,2.4485,0.31701,0.2021,2.4293,0.32952,0.2825,2.452,0.34253
10299,11.76631,45.97266,0.046758,2.4716,0.23148,0.060588,2.487,0.25421,0.07352,2.4431,0.26593,0.087023,2.4177,0.27609,0.10123,2.4094,0.28494,0.1188,2.4102,0.29513,0.17047,2.4235,0.31881,0.22963,2.4134,0.33208,0.32299,2.4506,0.34837
10300,11.83815,45.97366,0.050653,2.4705,0.23357,0.067154,2.4475,0.25352,0.08051,2.4507,0.26249,0.096466,2.4067,0.27288,0.11258,2.4,0.28202,0.13267,2.3979,0.29131,0.1918,2.3995,0.31899,0.25635,2.4329,0.33795,0.36553,2.4602,0.35753
10301,11.90992,45.97461,0.054217,2.4776,0.23523,0.072958,2.4645,0.25008,0.08895,2.4304,0.26008,0.10587,2.403,0.27098,0.12379,2.4021,0.27962,0.14634,2.3917,0.28977,0.21185,2.4009,0.31985,0.28589,2.4173,0.34176,0.41186,2.4142,0.36462
10302,11.98169,45.97553,0.057542,2.4898,0.23518,0.078074,2.4688,0.25054,0.09562,2.4328,0.26096,0.11425,2.4018,0.272,0.13389,2.3947,0.27964,0.15839,2.3844,0.29041,0.22817,2.4139,0.3211,0.30939,2.4207,0.34228,0.44677,2.3976,0.37057
10303,12.05352,45.97639,0.060434,2.495,0.23441,0.083603,2.4314,0.25038,0.10065,2.4371,0.2616,0.12032,2.4085,0.27304,0.14116,2.3941,0.28113,0.16742,2.3762,0.29304,0.24058,2.4166,0.32173,0.32664,2.4158,0.34356,0.47014,2.4056,0.37256
10304,12.12523,45.97723,0.062763,2.4962,0.2342,0.086551,2.4316,0.25129,0.10418,2.4301,0.26283,0.12439,2.4048,0.27428,0.14584,2.3917,0.28235,0.17275,2.3761,0.29476,0.24889,2.4069,0.32283,0.33709,2.4098,0.34498,0.48369,2.4119,0.3734
10305,12.19708,45.97801,0.063888,2.4991,0.23456,0.087807,2.4352,0.25214,0.10571,2.4295,0.26411,0.12605,2.405,0.27557,0.14771,2.3936,0.28377,0.17483,2.3778,0.29624,0.25215,2.4042,0.32385,0.3414,2.4052,0.34589,0.48883,2.4138,0.37408
10306,12.2689,45.97875,0.063968,2.4976,0.23541,0.08772,2.4387,0.25291,0.10555,2.432,0.265,0.12573,2.4081,0.27694,0.14727,2.3966,0.28529,0.17427,2.3808,0.2976,0.25148,2.4053,0.32509,0.34057,2.4027,0.34634,0.48711,2.413,0.37443
10307,12.34067,45.97946,0.063172,2.4919,0.23667,0.086465,2.4435,0.25367,0.104,2.4368,0.26565,0.12373,2.4139,0.27801,0.1449,2.4008,0.28699,0.17149,2.3851,0.29899,0.24763,2.4076,0.32604,0.33556,2.4031,0.3463,0.4798,2.4102,0.37433
10308,12.41249,45.98012,0.061658,2.4873,0.2379,0.084126,2.4526,0.25429,0.10125,2.4461,0.26611,0.12025,2.4228,0.2792,0.14078,2.4089,0.28865,0.16672,2.3878,0.30591,0.24103,2.4124,0.32678,0.327,2.4038,0.34604,0.46795,2.4047,0.3741
10309,12.48425,45.98074,0.059811,2.4867,0.23861,0.080307,2.4804,0.25518,0.09789,2.4497,0.26735,0.11604,2.4251,0.28063,0.13565,2.4141,0.29039,0.16014,2.4038,0.30769,0.23246,2.4174,0.32765,0.31447,2.414,0.34552,0.45211,2.3981,0.37339
10310,12.55607,45.98131,0.058156,2.4746,0.23859,0.077529,2.4679,0.25781,0.09404,2.4498,0.26875,0.11097,2.4297,0.28224,0.12948,2.4227,0.29237,0.15281,2.4169,0.30958,0.22196,2.4251,0.32879,0.2988,2.4322,0.34544,0.43169,2.3995,0.37225
10311,12.62785,45.98185,0.056385,2.4608,0.23953,0.074168,2.4611,0.26109,0.08967,2.456,0.27005,0.10559,2.4368,0.2831,0.12305,2.4274,0.29436,0.14478,2.4299,0.31188,0.21063,2.4317,0.33008,0.28152,2.4556,0.34528,0.40625,2.4211,0.37096
10312,12.69963,45.98234,0.05444,2.4538,0.24052,0.070833,2.4439,0.26522,0.08502,2.4537,0.27353,0.10009,2.4528,0.28308,0.11679,2.4268,0.29604,0.13715,2.4349,0.31536,0.19867,2.443,0.33266,0.26364,2.4827,0.34656,0.3794,2.4486,0.37014
10313,12.77145,45.98278,0.052329,2.463,0.23944,0.067719,2.4473,0.26668,0.08076,2.4477,0.27759,0.095394,2.4443,0.28641,0.11095,2.4239,0.29838,0.13003,2.4371,0.31741,0.18729,2.4525,0.33581,0.24607,2.5127,0.3483,0.35277,2.4792,0.37048
10314,12.84327,45.9832,0.050459,2.4788,0.23985,0.064901,2.4572,0.268,0.07741,2.434,0.28085,0.090378,2.4524,0.29046,0.10552,2.4198,0.31083,0.12338,2.4436,0.31903,0.17663,2.4633,0.33923,0.22973,2.545,0.3509,0.32749,2.5136,0.37186
10315,12.91504,45.98356,0.04899,2.481,0.24109,0.062566,2.4753,0.26714,0.07471,2.4343,0.28241,0.086703,2.4501,0.29406,0.10056,2.437,0.3141,0.11793,2.4479,0.32129,0.16776,2.472,0.34277,0.21694,2.5636,0.35389,0.30531,2.5491,0.37438
10316,12.98686,45.98388,0.047903,2.484,0.23912,0.060928,2.4926,0.26676,0.07279,2.4459,0.28274,0.084098,2.4509,0.29625,0.096473,2.4692,0.31587,0.11422,2.4457,0.32383,0.1612,2.4843,0.34564,0.20789,2.5768,0.35674,0.28891,2.5801,0.37724
10317,13.05866,45.98416,0.047505,2.485,0.23905,0.060197,2.5017,0.26631,0.07191,2.453,0.28266,0.082929,2.4535,0.29659,0.094959,2.477,0.31606,0.11251,2.4453,0.3246,0.1584,2.4897,0.34636,0.20388,2.5836,0.35803,0.28142,2.5964,0.37874
